Amazeo-200mg Tab
Tocofer 200
Tocofer 400
Amazeo 50mg CaP
Amazeo 100mg Cap
Ranolaz-500mg
Omizac-CAP-20mg
Asthafen-1 Tab
Asthafen Syrup
Listril-2.5 Tab
Listril-5 Tab
Listril-10
Listril SM Tab
Promotil 40 TR Cap
Promotil 60 TR Cap
Promotil 80 TR Cap
Herpax Tab
Torplatt Tab
Tormoxin-500mg
Torplatt-A 75mg
Torplatt-A 150m
Tomoxetin 18mg
Tomoxetin 10mg
Toroxx A Gel
Tide 5mg Tab
Ecator 10mg Tab
Tomoxetin 25mg
Cardiwell Cap
Panspeed 20mg
Hexidol 5 Kit
Panspeed 40mg Tabn
Trubis 2.5mg Tab
Change Tab
Deflazen 1mg Tab
Deflazen 6mg Tab
Deflazen 30mg Tab
Torbac 2.25 Inj
Torbac 4.5 Inj.
Syscan-50mg
Syscan-150mg
Syscan-Infusion
Syscan-100 Tab
Zetistat 10mg
Zaplon 5mg Cap
Zaplon 10mg Cap
Zetica Tab
Dilzem Inj
Droxyl 250mg DT
Droxyl Clav 250mg
Droxyl Clav 500mg
Starkid 25 Sachet
Teralfa-1mg Tab
Teralfa-2mg Tab
Nikoran OD 10
Omizac-10mg Cap
One Up Tab
One Up Gold Tab
Nikoran-5mg
Nikoran-10mg
Nikoron OD 20
Respidon 1mgTab
Respidon 2mgTab
Respidon 3mgTAb
Respidon 4mgTab
Topcef 100 Insta
Topcef Plus 200
Topcef Clav 200
Topcef 50mg Tab
Topcef 400
Topcef 200 Tab
Topcef 100 D.T
Topcef Instause
Tidomet L.S.
Tidomet Plus
Tidomet forte
Tidomet CR Tab
Tidomet E 50
Topcef Clav 100mg
Vinorix 25 mg
Lozapin-25mg
Lozapin-100mg
Vasotrate 10mg
Vasotrate 20mg
Vasoprin SD
Vasoprin 150mg
Clonotril 0.5mg
Clonotril 2mg
Licab XL.
Amlocor-5 (Torr
Listril Plus
Zedot Plus Sac
Topcef Drops
Torospar Tab
Dibeta Tr 500mg
Dibeta Tr 1gm
Domstal 10mg DT
Domstal-5 DT
Pregdomstal Tab
Amitor 10mg Tab
Amitor 25mg Tab
Amitor 75mg Tab
Amitor SR tab
Droxyl-125mg
Serenata 50mg
Serenata 100mg
Tozaar 25mg Tab
Tozaar 50mg Tab
Tozaar-R 2.5mg
Tozaar-R 5mg
Tozaar AT Tab
Tozaar ATH
Quintor TZ Tab
Carbatol CR 400
Carbatol CR 200
Lamitor 5mg DT
Herpex 800 DT
Lamitor 50mg
Lamitor 100mg
Vasotrate-30 OD
Vasotrate 60 OD
Eurepa 0.5 Tab
Eurepa 1mg Tab
Eurepa 2mg Tab
Tozaar H Tab
Tozam Tab
Tozaar RH
Tolaz Sachet
Vasoprin LS Tab
Venlift OD 37.5
Venlift OD 75mg
Androz 50mg
Androz 100mg
Slenfig 15mg Cap
Slenfig 5mg Cap
Slenfig 10mgCap
Deplatt-75mg
Domstal MT 5mg
Domstal MT 10mg
Mosid MT 2.5mg
Mosid MT 5mg
Deplatt-150mg
Lamitor 25mg DT
Betacard AM Tab
Sevista Tab
Domstal RD SR
Telday R 2.5
Telday R 5
Rizatan 10
Moxif 400mg
Rizatan 5
Azulix 3mg Tab
Azulix-4mgTab
Esserm Tab
Feliz 20mg Tab
Feliz 10mg Tab
Lefra 10mg Tab
Lefra 20mg Tab
Feliz-S 10mgTab
Feliz-S 20mgTab
Feliz-S 5mg Tab
Dibeta-SR 1gm
Dibeta-SR 500mg
Adcef Caps
Veloz-M Caps
Veloz-20mg Tab
Moxif I.V
Adcef Instause
Azona-40mg Caps
Azona-80mg Caps
Mosid MPS Tab
Veloz-D Caps
Veloz 20mg Inj
Veloz-10mg Tab
Azona-20mg Tab
Domstal MPS Tab
Topril-1.25mg
Topril-2.5mg
Topril-5mg
Xamic 500mg
Xamic Inj.
Azulix 1mg Tab
Azulix 2mg Tab
Azulix-2 MF Frt
Enselin-MF 2mg
Enselin-MF 4mg
Enselin-4MF Frt
Esam-2.5mg Tab
Esam-5mg Tab
Enselin 2MF Forte
Tegibs-6 Tab
Azulix-MF 1mg
Azulix-MF 2mg
Deplatt-A 150mg
Oleptal 150mgDT
Oleptal 300mgDT
Tegibs-2 Tab
Deplatt-A 75
Mosid-OD Tab
Voglitor-2 MD Tab
Voglitor-3 MD Tab
Esam-AT Tab
Arip MT 5
Arip-MT 15mg
Arip-MT 10mg
Valzzar 80mg
Valzzar 160mg
Torrox A SR
Toroxx SP
Topgem
Modlip 5mg
Modlip 10mg
Modlip EZ
Modlip Cad
Balacol Cap
Valzzar-H 80mg
Clonotril 0.25m
Clonotril 1mg
Modlip F
Modlip ASG 75mg
Modlip 20mg
Valzzar-SM Cap
Rozucor-5mg Tab
Rozucor-10mgTab
Toroxx AMR
Zedott Caps
Modlip CAD 2.5mg
Torcoxia 60mg
Torcoxia 90mg
Torcoxia 120mg
Modlip AM Tab
Ecogat BCD 200
Ecogat BCD 400
Zedott BabySach
Nexpro RD 20mg
Nexpro RD 40mg
Zedott Kid Sach
Valzar R 2.5mg
Valzar R 5mg Tab
Azulix-1 MF Frt
Lamitor-OD 50mg
Lamitor-OD 100m
Feliz-S PlusTab
Toroxx-A Tab
Toroxx-AP Tab
Valzaar 40mgTab
Nebicard-H Tab
Nebicard-SM Tab
Tide 10mg Tab
Tide 20mg Tab
Tolaz 2.5mg Tab
Tolaz 7.5mg Tab
Tolaz 5mg Tab
Tolaz 10mg Tab
Torvate 200mg
Torvate 300mg
Torvate 500mg
Torleva 250mg
Torleva 500mg
Ecogat-A Tab
Adcef-DT Tab
Tide 100mg Tab
Nexpro IV 40mg
Lamitor-OD 200
Ldtor 10mg Tab
Ldtor 20mg Tab
Torleva 750mg
Gabator 300mg
Gabator 400mg
Gabator 100mg
Tolaz 15mg Tab
Ecator 2.5mgTab
Ecator 5mg Tab
Metocard-XL 25m
Metocard-XL 50m
Metocard-XL 100
Strolin Tab
Ecator-H Tab
Tolaz 20mg Tab
Q-Mind 25mg
Q-Mind 50mg
Q-Mind 100mg
Oleptal OD 150mg
Oleptal-OD 300
Oleptal-OD 600
Dulojoy 20mg
Ldtor-Z Tab
Dulojoy 30mg
Migtor 50mg Tab
Migtor 25mg Tab
Q-Mind 200mg
Q-Mind 300mg
Torvate 750mg
Torvate 1000mg
Ldtor 5mg Tab
Nextop 25mg Tab
Nextop 50mg Tab
Trend-XR 125mg
Trend-XR 250mg
Trend-XR 500mg
Torcoxia-BCD 60
Torcoxia-BCD 90
TorcoxiaBCD 120
Clobator 5mg
Clobator 10mg
Clobator 20mg
TG-Chek Tab
Fluvator 50mg
Fluvator 100mg
Telday 20mg Tab
Telday 40mg Tab
Telday-H Tab
Gabator-M Tab
Toroset Syrup
Torleva 1000mg
Ritebeat 100mg
Oleptal DT 450
Pregalin 300
Cobasoft O.D Cap
Dulojoy M 60
Pregalin 75 Cap
Pregalin 150 Cap
Olmetor 20mg
Olmetor 40mg
Nextop 100mg Tab
Torlevo Syp
Telday 80
Olmetor H Tab
Tide Inj
Eviper D Tab
Pregalin M 75 Cap
Pregeb M 75 Cap
Pregab M 150mg
Pregalin M 150mg
Pregalin + 75
Pregeb Plus 75
Hqtor Tab
Metozide 2.5
Metozide 5
Pregalin + 150
Adcef LB 150
Adcef LB 300
Alprax MT 0.125
Alprax MT 0.25
Voltasafe
Dibeta Gb
Tri-Enselin
Alprax MT 0.5
Eviper 2 Tab
Eviper 4mg Tab
Vasovin XL 2.5 Mg
Vasovin XL 6.5 mg
Starkid 18mg Sac
Starkid 10mg Sach
Topcef Plus 100mg
SMS XL 25
SMS XL 50
Torocef O
Alprax Z 0.25
Alprax Z 0.5
Pregeb Plus 150
Trend XR 750
Pregalin X 75
Torcoxia P
Itotor OD
One Up LIV
Veloz IT
Pregeb M 150
Deplatt CV
Diclogesic Spas Tab
Orlica Tab
Pregeb 100 Cap
Symbol M 20mg tab
Tolaz Inj
Olmetor Plus Tab
Fungicide Lotion
Ad65560mg Tab
Pregeb 200mg Cap
Modlip-R.2.5
Modlip-R.5mg
Rebator Tab
Colonise Forte Cap
Joincerin-M- Cap
Trend XR 1000mg
Dewsoft Cream
Dewsoft Lotion
Dewsoft Soap
Dermanex Cream
Dermanex Lotion
Dermanex Oint
Cortaz Cream
Cortaz-S-Cream
Sunprotect Lotion
Tacrotor 0.3 %
Tacrotor 0.1 %
Zedott 10 Dt
Zedott 30 Dt
Arip MT 20 Tab
Arip MT 30mg Tab
CV Pill Tab
Colonise Cap
Torcoxia Plus Tab
Starkid 40mg Sac
Metocard H 25mg
Metocard H 50mg
Metocard-AM-Tab
Ursetor 150mg
Ursetor 300mg Tab
Fibotab Tab
Macrotor 250mg
Macrotor 500mg
Paradise 12.5mg Tab
Paradise 25mg XR
Paradise 37.5 Mg Tab
Tri Azulix 1mg
Tri-Azulix 2mg
Remipex 0.125mg
Remipex 0.25mg
Remipex 0.50mg
Duhap 10mg
Strolin Syp
Xofen 4mg Tab
Xofen 8mg Tab
AHA Glow tube
Nuala 10mg Cap
Joincerin Caps
Levazeo 100Mg Tab
Levazeo 50mg Tab
Oleptal-OD-450mg
Malocide-60Mg Inj
Malocide Tab
Torleva Inj
Domstal Baby Drops
Milnace 25mg Cap
Milnace 50mg Cap
Levazeo-25Mg Tab
Q-Mind SR 100mg
Q-Mind SR 200mg
Strolin 2mg Inj
Myoside 8Mg Tab
Myoside 4mg Tab
Telday-H 80Mg Tab
Domstal Plus Cap
Palido OD 3mg Tab
Palido OD 6mg Tab
Strolin OD
Palido OD 9
Torfix Tab
Amazeo OD 200mg Tab
Amazeo OD 400mg Tab
Edavon InJ
Ivanode-5mg Tab
Ivanode-7.5mg Tab
Diclogesic SP Tab
Allenil Tab
Anxipar 0.25Mg Tab
Anxipar 0.05Mg Tab
AZULIX 1MG TAB
AZULIX 2MG TAB
Q-MIND 100MG TAB
 RESPIDON 1MG TAB
 RESPIDON 3MG TAB
AZULIX 3MG TAB
 AZULIX FORTE 1MF
 AZULIX-MF 1MG
 CALFLASH 500MG TAB
 EUREPA 0.5MG TAB
 EUREPA 2MG TAB
 EUREPA MF 2MG TAB
 LISTRIL-10MG(TORRENT)
 LISTRIL-5MG(TORRENT)
 MIGTOR 25MG TAB
 ORLICA 120MG CAPS
 PREGEB 150MG CAPS
 PREGEB-M/150MG CAPS
 PREGEB-M/OD 150MG TAB
 PREGEB-OD 150MG TAB
 TELDAY 20MG TAB
 TELDAY 80MG TAB
 TELDAY-AM TAB
 TELDAY-H TAB
 TORFLASH SACHET (BOX)
 VOGLITOR MF 0.3MG TAB
 VOGLITOR-MD/0.3MG TAB
amazeo 200mg tab
 amazeo 50mg tab
 amazeo-od 200mg tab
 amitor 10mg tab
 clobator 5mg tab
 clonotril 0. 5mg tab
 clonotril 2mg tab
 eslify 400mg tab
 hexidol 5mg tab
 lacosam 100mg tab
 lacosam 200mg tab
 milnace 25mg tab
 palido-od 1. 5mg tab
 palido-od 6mg tab
 paradise-xr 12. 5mg tab
 paradise-xr 37. 5mg tab
 pregalin 50mg caps
 pregalin-m 150mg caps
 pregalin-m/sr 150mg tab
 pregalin-sr 150mg tab
 pregalin-x 75mg caps
respidon 3mg tab
 strolin tab
 strolin-p 800 tab
 trinicalm forte tab

betacard-100mg
 betacard-50mg
 betacard-h tab
 calcigard 5mg caps
 calcigard retard 20mg
 deplatt 75mg tab
 deplatt-a 75mg
 lorvas tab
 pansped 40mg tab
 rozucor 20mg tab
 rozucor asp 10-kit
 rozucor-f 5mg tab
 tide 20mg tab
 tide plus 10mg tab
 tozaar 25mg tab
 tozaar-at tab
 tozaar-r/2. 5mg
 tozam tabs

 carbatol 200mg tab
 carbatol-cr 400mg
 elcafort tab
 feliz 20mg tab
 feliz-s 20mg
 fluvator 100mg tab
 levazeo 100mg tab
 levazeo 50mg tab
 levazeo-od 200mg tab
 licab tab
 myoside - plus 4mg tab
 myoside 4mg cap
 newven-od 100mg tab
 nextop 100mg tab
 nextop 50mg tab
 symbal 20mg tab
 symbal 40mg tab
 tolaz-md 10mg tab
 tolaz-md 5mg tab
 torvate 200mg tab
 torvate 500mg tab
 torvate chrono 300mg tab
 trend xr 1000mg tab
 trend-xr 500mg
 venlift-od 37. 5mg
 QMIND-SR 100MG TAB
 RESPIDON 2MG TAB

 AZULIX 4MG TAB
 AZULIX FORTE 2MF
 AZULIX-MF 2MG
 CALFLASH TAB
 EUREPA 1MG TAB
 EUREPA MF 1MG TAB
 LISTRIL PLUS TAB(TORRENT)
 LISTRIL-2.5MG(TORRENT)
 LISTRIL-SM TAB
 MIGTOR 50MG TAB
 ORLICA 60MG CAPS
 PREGEB 75MG CAPS
 PREGEB-M/75MG CAPS
 PREGEB-M/OD 75MG TAB
 PREGEB-OD 75MG TAB
 TELDAY 40MG TAB
 TELDAY-AM 80MG TAB
 TELDAY-H 80MG TAB
 TELDAY-R 5MG
 VOGLITOR MF 0.2MG TAB
 VOGLITOR-MD/0.2MG TAB

 amazeo 300mg tab
 amazeo-od 100mg tab
 amazeo-od 400mg tab
 amitor 25mg tab
 clonotril 0. 25mg tab
 clonotril 1mg tab
 clonotril plus tab
 eslify 800mg tab
 hexidol 1. 5mg tab
 lacosam 150mg tab
 lacosam 50mg tab
 milnace 50mg tab
 palido-od 3mg tab
 palido-od 9mg tab
 paradise-xr 25mg tab
 pregalin 150mg caps
 pregalin 75mg caps
 pregalin-m 75mg tab
 pregalin-m/sr 75mg tab
 pregalin-sr 75mg tab
 pregalin-x/sr 75mg tab
 respidon 4mg tab
 strolin-2ml inj(box)
 strolin-p tab
 trinicalm-plus tab

 betacard-25mg
 betacard-am tab
 calcigard 10mg caps
 calcigard retard 10mg
 deplatt 150mg tab
 deplatt-a 150mg
 deplatt-cv tab
 lorvas-sr tab
 rozucor 10mg tab
 rozucor 5mg tab
 rozucor-f 10mg tab
 tide 10mg tab
 tide 5mg tab
 tide plus 20mg tab
 tozaar 50mg tab
 tozaar-h tab
 tozaar-r/5mg

 carbatol 100mg tab
 carbatol-cr 200mg
 cobasoft-od caps
 feliz 10mg tab
 feliz-s 10mg
 feliz-s 5mg
 fluvator 50mg tab
 levazeo 25mg tab
 levazeo-od 100mg tab
 levazeo-sr 75mg tab
 licab-xl tab
 myoside - plus 8mg tab
 myoside 8mg cap
 newven-od 50mg tab
 nextop 25mg tab
 strolin-od 1gm tab
 symbal 30mg tab
 symbal 60mg tab
 tolaz-md 2. 5mg tab
 tolaz-md 7. 5mg tab
 torvate 300mg tab
 torvate chrono 200mg tab
 torvate chrono 500mg tab
 trend-xr 250mg
 trend-xr 750mg
 venlift-od 75mg
